date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:20:59	109372/109372	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Nov%202025%2011:46:28%20GMT	https://luxride-nextjs.vercel.app/_next/image?url=%2Fassets%2Fimgs%2Fpage%2Fhomepage1%2Fsuv.png&w=3840&q=75	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/_next/suvd2a9.png	(from https://luxride-nextjs.vercel.app/home-2)
21:21:00	728193/728193	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Dec%202025%2020:15:08%20GMT	https://luxride-nextjs.vercel.app/_next/image?url=%2Fassets%2Fimgs%2Fpage%2Fhomepage2%2Fshowcase.png&w=3840&q=75	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/_next/showcasee7a8.png	(from https://luxride-nextjs.vercel.app/home-2)
21:21:00	770/770	---M--	200	added ('OK')	image/svg+xml	etag:%2252adbf2e62c327d3650fd3b8f5670499%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage2/play.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage2/play.svg	(from https://luxride-nextjs.vercel.app/home-2)
21:21:01	15666/15666	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Dec%202025%2020:15:10%20GMT	https://luxride-nextjs.vercel.app/_next/image?url=%2Fassets%2Fimgs%2Fpage%2Fhomepage2%2Fauthor.png&w=640&q=75	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/_next/author9ed2.png	(from https://luxride-nextjs.vercel.app/home-2)
21:21:03	289897/289897	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2012:46:00%20GMT	https://luxride-nextjs.vercel.app/_next/image?url=%2Fassets%2Fimgs%2Fpage%2Fhomepage1%2Fnews1.png&w=3840&q=75	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/_next/news1b5f8.png	(from https://luxride-nextjs.vercel.app/home-2)
21:21:04	61361/61361	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2021:21:03%20GMT	https://luxride-nextjs.vercel.app/blog-single/2	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/blog-single/2.html	(from https://luxride-nextjs.vercel.app/home-2)
21:21:05	296457/296457	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Dec%202025%2020:12:46%20GMT	https://luxride-nextjs.vercel.app/_next/image?url=%2Fassets%2Fimgs%2Fpage%2Fhomepage1%2Fnews2.png&w=3840&q=75	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/_next/news297a1.png	(from https://luxride-nextjs.vercel.app/home-2)
21:21:06	61370/61370	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Dec%202025%2021:21:05%20GMT	https://luxride-nextjs.vercel.app/blog-single/3	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/blog-single/3.html	(from https://luxride-nextjs.vercel.app/home-2)
21:21:07	199885/199885	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Dec%202025%2020:12:48%20GMT	https://luxride-nextjs.vercel.app/_next/image?url=%2Fassets%2Fimgs%2Fpage%2Fhomepage1%2Fnews3.png&w=3840&q=75	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/_next/news3f0dc.png	(from https://luxride-nextjs.vercel.app/home-2)
21:21:08	42310/42310	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2215b71ed7ceb30e110a2849d6caa4ff6f%22	https://luxride-nextjs.vercel.app/assets/imgs/slider/logo/air.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/slider/logo/air.svg	(from https://luxride-nextjs.vercel.app/home-2)
21:21:09	27599/27599	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cdb3e14e05d08d193737f1fb33999207%22	https://luxride-nextjs.vercel.app/assets/imgs/slider/logo/eb.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/slider/logo/eb.svg	(from https://luxride-nextjs.vercel.app/home-2)
21:21:10	108043/108043	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223f8dc73c5b82e57246bd7c6a71e0fc9d%22	https://luxride-nextjs.vercel.app/assets/imgs/slider/logo/nba.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/slider/logo/nba.svg	(from https://luxride-nextjs.vercel.app/home-2)
21:21:11	127443/127443	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fc7be668ad45d33bc2806018ece0e40a%22	https://luxride-nextjs.vercel.app/assets/imgs/slider/logo/nla.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/slider/logo/nla.svg	(from https://luxride-nextjs.vercel.app/home-2)
21:21:12	1443/1443	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221f6b0490eff21a4a8421cf0b32942a23%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/apple-icon.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/apple-icon.svg	(from https://luxride-nextjs.vercel.app/home-2)
21:21:12	580/580	---M--	200	added ('OK')	image/svg+xml	etag:%22946a77a70f067c3907cff5bb6c6b4a30%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/google-icon.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/google-icon.svg	(from https://luxride-nextjs.vercel.app/home-2)
21:21:14	148732/148732	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22db83e9ba5eba70c4c7c53e2f64baa5fb%22	https://luxride-nextjs.vercel.app/_next/static/media/uicons-regular-rounded.1b50296b.eot	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/_next/static/media/uicons-regular-rounded.1b50296b.eot	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:15	59376/59376	---M--	200	added ('OK')	font/woff2	etag:%2264ccc01fb6d5b18f45a5fc0219fec3ed%22	https://luxride-nextjs.vercel.app/_next/static/media/uicons-regular-rounded.866b86e7.woff2	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/_next/static/media/uicons-regular-rounded.866b86e7.woff2	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:16	72608/72608	---M--	200	added ('OK')	font/woff	etag:%228ba26585a4b8aa751ba77a9010809553%22	https://luxride-nextjs.vercel.app/_next/static/media/uicons-regular-rounded.e5cc8a31.woff	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/_next/static/media/uicons-regular-rounded.e5cc8a31.woff	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:16	226/226	---M--	200	added ('OK')	image/png	etag:%22daa37112a16d121e795d6bfc7b470d2c%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/next-day.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/next-day.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:17	217/217	---M--	200	added ('OK')	image/png	etag:%22de3706e35f9591c853eeb5d6a9e25eb0%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/prev-day.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/prev-day.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:18	41374/41374	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2234bb6008a1826bec113a063464d13aa5%22	https://luxride-nextjs.vercel.app/assets/imgs/theme/favicon.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/theme/favicon.62.delayed	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:19	275/275	---M--	200	added ('OK')	image/png	etag:%2289fb8a7363acfe9655ec37cf7c59e09c%22	https://luxride-nextjs.vercel.app/assets/imgs/template/marker.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/marker.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:21	2941/2941	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263220c3c716a3062da15f85ba7a4719e%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/globe.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/globe.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:21	215/215	---M--	200	added ('OK')	image/png	etag:%22f64d9c3842ab37a5d3f280ce8dd1dbed%22	https://luxride-nextjs.vercel.app/assets/imgs/page/blog2/like.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/blog2/like.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:22	210/210	---M--	200	added ('OK')	image/png	etag:%22a8cf26d8df2710c2bd6b8c60055a979f%22	https://luxride-nextjs.vercel.app/assets/imgs/page/blog2/dislike.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/blog2/dislike.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:23	545/545	---M--	200	added ('OK')	image/svg+xml	etag:%22e1d1f8806f485b75a0f850401e11f182%22	https://luxride-nextjs.vercel.app/assets/imgs/page/signin/google.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/signin/google.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:24	380/380	---M--	200	added ('OK')	image/svg+xml	etag:%226b70747038415230cc6a44d3c789ad66%22	https://luxride-nextjs.vercel.app/assets/imgs/page/signin/facebook.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/signin/facebook.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:25	870/870	---M--	200	added ('OK')	image/svg+xml	etag:%22d7fffa75c468f56b058d43efabf2d4df%22	https://luxride-nextjs.vercel.app/assets/imgs/page/signin/apple.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/signin/apple.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:26	41374/41374	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2234bb6008a1826bec113a063464d13aa5%22	https://luxride-nextjs.vercel.app/assets/imgs/page/register/check.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/register/check.6a.delayed	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:27	644/644	---M--	200	added ('OK')	image/svg+xml	etag:%229850a00b49fd0324b38484fd958649ef%22	https://luxride-nextjs.vercel.app/assets/imgs/slider/swiper/next.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/slider/swiper/next.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:28	588/588	---M--	200	added ('OK')	image/svg+xml	etag:%22c553b1b569f8ff9844b2a2283bd185d9%22	https://luxride-nextjs.vercel.app/assets/imgs/slider/swiper/prev.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/slider/swiper/prev.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:29	41374/41374	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2234bb6008a1826bec113a063464d13aa5%22	https://luxride-nextjs.vercel.app/assets/imgs/slider/swiper/dot.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/slider/swiper/dot.6d.delayed	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:30	41374/41374	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2234bb6008a1826bec113a063464d13aa5%22	https://luxride-nextjs.vercel.app/assets/imgs/slider/swiper/dot-active.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/slider/swiper/dot-active.6e.delayed	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:32	7181/7181	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2234d7750ef0b5e1a062687ae4ac6c69b4%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/friend.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/friend.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:33	1638/1638	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2280e11c396205298c246d001dd2aec876%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/luggage.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/luggage.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:34	71699/71699	---M--	200	added ('OK')	image/png	etag:%2212d8a65d6f27e4b429ea4d1706723895%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage1/bg-trans.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage1/bg-trans.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:34	1155/1155	---M--	200	added ('OK')	image/png	etag:%2205e63565f566d78531d8ec104dc25b4c%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage1/bg-trans2.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage1/bg-trans2.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:35	6282/6282	---M--	200	added ('OK')	image/png	etag:%22d5ea355d10e46ff07d57fe932bea3360%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage5/bg-trans-pink.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage5/bg-trans-pink.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:36	97/97	---M--	200	added ('OK')	image/png	etag:%22b570f9f40120e6df35a248d16b7dd2b5%22	https://luxride-nextjs.vercel.app/assets/imgs/page/our-team/bg-trans.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/our-team/bg-trans.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:37	220/220	---M--	200	added ('OK')	image/png	etag:%22bcaa81d3740928149b042484c8ac6508%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage6/dashed.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage6/dashed.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:39	3198/3198	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220a116c7b02ec29421075cdff9cd66f33%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/call.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/call.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:39	335/335	---M--	200	added ('OK')	image/png	etag:%22c4355a22fb2482440d06ce5a4fcae4eb%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage3/address.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage3/address.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:40	342/342	---M--	200	added ('OK')	image/png	etag:%22cfe734ecfbb0cfed4b840dff2a95f494%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage3/time.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage3/time.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:41	646/646	---M--	200	added ('OK')	image/svg+xml	etag:%220dcbb69d813f296c6523c211c0454b7c%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/angle-down.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/angle-down.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:42	648/648	---M--	200	added ('OK')	image/svg+xml	etag:%222b3784375f8f39154835333ac375a275%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/angle-down-black.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/angle-down-black.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:44	3200/3200	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22eb446c5bede0778f8e232a70aca4a8b7%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/call-black.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/call-black.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:45	2943/2943	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22547ee3129ff930a35ce99acb204aea07%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/globe-black.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/globe-black.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:45	7364/7364	---M--	200	added ('OK')	image/png	etag:%229737e198dcac3c1c257643d42cc4f201%22	https://luxride-nextjs.vercel.app/assets/imgs/template/bg-footer.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/bg-footer.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:46	303/303	---M--	200	added ('OK')	image/png	etag:%222bff503edab59c02cf79d71ba24f350e%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage2/marker.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage2/marker.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:47	401/401	---M--	200	added ('OK')	image/svg+xml	etag:%22ee53ba3714f9ab92ad62c08a9c29808a%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/fb-black.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/fb-black.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:49	1106/1106	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a3b7a474eb6e9b367a7636f782dce87%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/tw-black.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/tw-black.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:50	1895/1895	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220932f248838e58262f46f5dc60fba24c%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/instagram-black.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/instagram-black.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:50	654/654	---M--	200	added ('OK')	image/svg+xml	etag:%22aed8140ea87c2a1959332d0d56991c31%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/linkedin-black.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/linkedin-black.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:52	48079/48079	---M--	200	added ('OK')	image/png	etag:%22b555475d70dc8671179cf1d6494dcb6a%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage1/bg-download.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage1/bg-download.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:53	53057/53057	---M--	200	added ('OK')	image/png	etag:%22b3c1faf5420629b32d29a88c66fa8a06%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage1/phone.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage1/phone.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:53	12785/12785	---M--	200	added ('OK')	image/png	etag:%222a4db26fc212481ec0345e99f6efd895%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage2/bg-download.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage2/bg-download.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:54	14051/14051	---M--	200	added ('OK')	image/png	etag:%224d57b6c58faea3f739339b0f28244e2e%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage3/bg-download-3.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage3/bg-download-3.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:55	399/399	---M--	200	added ('OK')	image/svg+xml	etag:%2268f796cc09067cc1d5969cf9b6fce295%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/fb.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/fb.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:57	1104/1104	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223084dc809393cd0ec7357dd3842f9c47%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/tw.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/tw.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:58	3655/3655	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d761ff47e244ec5812d549f5039a8a0a%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/instagram.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/instagram.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:59	1028/1028	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f491281e2d2e69d44f91cb55d023a619%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/linkedin.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/linkedin.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:21:59	934/934	---M--	200	added ('OK')	image/png	etag:%227081a67f6f6e96cddc6e99d7bea6be1b%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/plus.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/plus.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:22:00	493/493	---M--	200	added ('OK')	image/png	etag:%2286dab692242331a1fb769343efc194de%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/minus.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/minus.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:22:02	1643/1643	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22097669ffce00e9464ac08a065378f976%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/calendar.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/calendar.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:22:03	1581/1581	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222ea34284d23ba2fb09a009e41af861d3%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/time.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/time.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:22:04	1791/1791	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222d1e9a7126eba1add2721de7a5695915%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/from.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/from.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:22:05	1785/1785	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22efba63d7d1658f4ab675ef6eaa0e99dc%22	https://luxride-nextjs.vercel.app/assets/imgs/template/icons/to.svg	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/template/icons/to.svg	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:22:05	20527/20527	---M--	200	added ('OK')	image/png	etag:%227697d1cf154bb7479a212fba45bf3b04%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage1/bg-our-fleet.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage1/bg-our-fleet.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:22:06	33121/33121	---M--	200	added ('OK')	image/png	etag:%2214d83bc5c448b580d203f5c09e84f2ea%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage1/line.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage1/line.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:22:08	22849/22849	---M--	200	added ('OK')	image/png	etag:%22a8ad8803a99b4a2a3fc0694c81051c6d%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage1/bg-showcase.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage1/bg-showcase.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
21:22:08	14691/14691	---M--	200	added ('OK')	image/png	etag:%22d00ef9d9c1d324255da0419f8081d239%22	https://luxride-nextjs.vercel.app/assets/imgs/page/homepage1/bg-our-service.png	https://luxride-nextjs.vercel.app/home-2/am3/luxride-nextjs.vercel.app/assets/imgs/page/homepage1/bg-our-service.png	(from https://luxride-nextjs.vercel.app/_next/static/css/2b8c3c571487e69b.css)
